  8.000E+00  3.323E+01  1.629E+01  4.952E+01
  9.000E+00  1.656E+01  7.475E+00  2.403E+01
  1.000E+01  8.739E+00  3.632E+00  1.237E+01
  1.100E+01  4.833E+00  1.872E+00  6.705E+00
  1.200E+01  2.778E+00  1.015E+00  3.793E+00
  1.300E+01  1.649E+00  5.731E-01  2.222E+00
  1.400E+01  1.006E+00  3.359E-01  1.342E+00
  1.500E+01  6.282E-01  2.026E-01  8.309E-01
  1.600E+01  4.003E-01  1.250E-01  5.254E-01
  1.700E+01  2.596E-01  7.819E-02  3.378E-01
  1.800E+01  1.709E-01  4.988E-02  2.208E-01
  1.900E+01  1.141E-01  3.234E-02  1.464E-01
  2.000E+01  7.702E-02  2.132E-02  9.833E-02
  2.100E+01  5.255E-02  1.423E-02  6.677E-02
  2.200E+01  3.619E-02  9.614E-03  4.581E-02
  2.300E+01  2.513E-02  6.573E-03  3.170E-02
  2.400E+01  1.758E-02  4.544E-03  2.212E-02
  2.500E+01  1.237E-02  3.161E-03  1.554E-02
  2.600E+01  8.761E-03  2.215E-03  1.098E-02
  2.700E+01  6.234E-03  1.565E-03  7.799E-03
  2.800E+01  4.456E-03  1.106E-03  5.562E-03
  2.900E+01  3.197E-03  7.850E-04  3.982E-03
  3.000E+01  2.302E-03  5.602E-04  2.862E-03
